ID_Aluno,Idade,Disponibilidade_3_Meses,capital,Computador,Móvel Próprio,Móvel Compartilhado,4G,Wifi,Redes_sociais,Propaganda,Anuncio_CE,indicacao,Outro,Trabalha_Estuda,Trabalha_meses,Disponivel,renda_percapita,dias_espera_inicio_0-40,dias_espera_inicio_40-60,dias_espera_inicio_60-80,dias_espera_inicio_80-100,dias_espera_inicio_100+,Tipo_escola_scholarship,Escolaridade_Cursando o Ensino Superior,Escolaridade_Ensino Médio concluído,Escolaridade_Ensino Médio concluído e não estudando,Escolaridade_Ensino Superior concluído,Estado_RS,Estado_SC,Estado_SP,Trabalhando_Sim,Estudando_Sim,Concluiu_EAD_1,Aprender_EAD_Muito eu tenho uma rotina definida para participar de cursos a distância,Aprender_EAD_Não sei dizer,Aprender_EAD_Quase nada,Disponibilidade_Tutoria_Sim,Renda_Familiar_Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Renda_Familiar_Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Renda_Familiar_Entre 3 e 4 salários mínimos (R$3.300 – R$4.400),Renda_Familiar_Entre 4 e 5 salários mínimos (R$4.400 – R$5.500),Renda_Familiar_Mais que 5 salários mínimos (mais que R$5.500),Horario_Estudando_Já concluí,Horario_Estudando_Manhã,Horario_Estudando_Noite,Horario_Estudando_Tarde,Faixa_Pessoas_Casa_Pessoas_Casa_4-6,Faixa_Pessoas_Casa_Pessoas_Casa_7-10,Faixa_Pessoas_Casa_Pessoas_Casa_Mais_que_10
2818,0.3846153846153846,0.0,1.0,0,1,0,1,1,0,1,0,0,0,0,0,1,0.04375,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
2819,0.3076923076923077,0.0,1.0,0,1,0,1,1,0,1,0,0,0,0,0,1,0.08366935483870969,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
2827,0.07692307692307687,0.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.05645161290322581,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2828,0.3846153846153846,0.0,0.0,1,1,0,1,1,1,0,0,0,0,0,0,1,0.06370967741935485,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2829,0.23076923076923084,0.0,0.0,1,1,0,1,1,0,1,0,0,0,0,0,1,0.04375,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
2837,0.23076923076923084,0.0,0.0,1,1,0,1,1,0,1,0,0,0,0,0,1,0.031774193548387106,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0
2838,0.3076923076923077,0.0,0.0,1,1,0,0,1,1,0,0,0,0,0,0,1,0.031774193548387106,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
2839,0.4615384615384617,0.0,1.0,1,1,0,1,1,1,0,0,0,0,0,0,1,0.10362903225806452,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2847,0.3846153846153846,0.0,0.0,1,1,0,0,1,1,0,0,0,0,0,0,1,0.03225806451612903,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2848,0.23076923076923084,0.0,1.0,0,1,0,0,1,0,1,0,0,0,1,1,1,0.04375,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
2849,0.15384615384615374,0.0,0.0,0,1,1,0,1,0,1,0,0,0,0,0,1,0.11693548387096776,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2857,0.07692307692307687,0.0,0.0,1,1,0,0,1,0,1,0,0,0,0,0,1,0.03225806451612903,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2858,0.3846153846153846,0.0,0.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0.05645161290322581,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2859,0.07692307692307687,0.0,1.0,1,1,0,0,1,0,1,0,0,0,0,0,1,0.10362903225806452,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2867,0.07692307692307687,0.0,1.0,1,1,0,1,1,1,0,0,0,0,0,0,1,0.023790322580645163,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
2868,0.15384615384615374,0.0,0.0,1,1,0,1,1,0,1,0,0,0,0,0,1,0.04375,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
2869,0.07692307692307687,0.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0.01381048387096774,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2877,0.3076923076923077,0.0,1.0,1,1,0,0,1,1,0,0,0,0,0,0,1,0.05645161290322581,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2878,0.07692307692307687,0.0,0.0,1,1,0,1,1,0,1,0,0,0,0,0,1,0.08366935483870969,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
2879,0.23076923076923084,0.0,1.0,1,1,0,0,1,1,0,0,0,0,0,0,1,0.03225806451612903,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2887,0.15384615384615374,0.0,0.0,1,1,0,1,1,0,1,0,0,0,0,0,1,0.10362903225806452,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2888,0.15384615384615374,0.0,0.0,0,1,0,1,1,1,0,0,0,0,0,0,1,0.008064516129032258,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2889,0.07692307692307687,0.0,0.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0.04375,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
2897,0.4615384615384617,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.08366935483870969,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
2898,0.23076923076923084,0.0,0.0,1,1,0,0,1,1,0,0,0,0,0,0,1,0.03225806451612903,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2899,0.15384615384615374,0.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0.03225806451612903,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2907,0.07692307692307687,0.0,1.0,0,1,1,1,0,0,1,0,0,0,0,0,1,0.03225806451612903,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
2908,0.15384615384615374,0.0,0.0,1,1,0,0,1,0,1,0,0,0,0,0,1,0.06370967741935485,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
2909,0.15384615384615374,0.0,0.0,1,1,0,0,1,0,1,0,0,0,0,0,1,0.023790322580645163,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0
2918,0.15384615384615374,0.0,0.0,0,1,0,1,1,0,1,0,0,0,0,0,1,0.020161290322580645,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
2919,0.4615384615384617,0.0,0.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0.0020161290322580627,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2927,0.15384615384615374,0.0,1.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0.06370967741935485,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
2928,0.15384615384615374,0.0,1.0,1,1,0,1,1,0,1,0,0,0,0,0,1,0.06370967741935485,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
2929,0.15384615384615374,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,1,0.008064516129032258,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2937,0.15384615384615374,0.0,0.0,1,1,0,0,1,1,0,0,0,0,0,0,1,0.04375,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
2938,0.4615384615384617,0.0,0.0,0,1,0,1,1,1,0,0,0,0,1,1,1,0.05645161290322581,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2939,0.23076923076923084,0.0,0.0,1,1,0,0,1,1,0,0,0,0,1,1,1,0.10362903225806452,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
2947,0.23076923076923084,0.0,0.0,0,1,0,1,1,1,0,0,0,0,0,0,1,0.023790322580645163,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
2948,0.15384615384615374,0.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.03225806451612903,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2949,0.23076923076923084,0.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.03225806451612903,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2957,0.3076923076923077,0.0,0.0,1,1,0,1,1,1,0,0,0,0,0,0,1,0.04375,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
2958,0.07692307692307687,0.0,0.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0.06370967741935485,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
2959,0.07692307692307687,0.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0.03225806451612903,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2967,0.3846153846153846,0.0,1.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0.03225806451612903,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2968,0.4615384615384617,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.03225806451612903,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2969,0.15384615384615374,0.0,0.0,1,1,0,1,1,1,0,0,0,0,0,0,1,0.03225806451612903,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2977,0.07692307692307687,0.0,1.0,1,1,0,1,1,1,0,0,0,0,0,0,1,0.10362903225806452,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
2978,0.07692307692307687,0.0,0.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0.010483870967741938,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2979,0.15384615384615374,0.0,0.0,1,1,0,1,1,1,0,0,0,0,1,1,1,0.22338709677419355,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2987,0.07692307692307687,0.0,0.0,0,1,0,0,1,1,0,0,0,0,1,1,1,0.08366935483870969,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
2988,0.15384615384615374,0.0,0.0,1,1,0,0,1,0,1,0,0,0,0,0,1,0.08366935483870969,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
2989,0.15384615384615374,0.0,1.0,1,1,0,1,1,0,1,0,0,0,0,0,1,0.49193548387096786,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
2997,0.15384615384615374,0.0,1.0,1,1,0,1,1,0,1,0,0,0,0,0,1,0.04375,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
2998,0.07692307692307687,0.0,0.0,1,1,0,0,1,1,0,0,0,0,0,0,1,0.10362903225806452,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
2999,0.07692307692307687,0.0,0.0,1,1,0,1,1,0,1,0,0,0,0,0,1,0.023790322580645163,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
3007,0.15384615384615374,0.0,0.0,1,1,0,1,0,0,1,0,0,0,0,0,1,0.04375,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
3008,0.23076923076923084,0.0,0.0,1,1,0,1,1,0,1,0,0,0,0,0,1,0.06370967741935485,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
3009,0.4615384615384617,0.0,1.0,1,1,1,1,1,0,1,0,0,0,0,0,1,0.04375,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
3017,0.3076923076923077,0.0,1.0,0,1,0,1,1,0,1,0,0,0,0,0,1,0.06370967741935485,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
3018,0.07692307692307687,0.0,0.0,1,1,0,1,1,0,1,0,0,0,0,0,1,0.12358870967741938,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
3019,0.07692307692307687,0.0,1.0,1,1,0,0,1,0,1,0,0,0,0,0,1,0.11693548387096776,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
3027,0.3076923076923077,0.0,1.0,1,1,0,0,1,0,1,0,0,0,0,0,1,0.03225806451612903,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3028,0.3076923076923077,0.0,1.0,1,1,1,1,0,1,0,0,0,0,0,0,1,0.020161290322580645,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3029,0.07692307692307687,0.0,0.0,1,1,0,0,1,1,0,0,0,0,0,0,1,0.023790322580645163,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
3037,0.3076923076923077,0.0,0.0,1,1,0,0,1,1,0,0,0,0,0,0,1,0.020161290322580645,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3038,0.3076923076923077,0.0,1.0,1,1,0,0,0,1,0,0,0,0,0,1,1,0.10362903225806452,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
3039,0.23076923076923084,0.0,0.0,1,1,0,1,1,0,1,0,0,0,0,1,1,0.1653225806451613,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
3047,0.07692307692307687,0.0,0.0,1,1,0,1,1,0,1,0,0,0,0,0,1,0.32258064516129037,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
3048,0.4615384615384617,0.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.22338709677419355,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3049,0.3076923076923077,0.0,0.0,0,1,0,1,1,0,1,0,0,0,0,1,1,0.22338709677419355,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
3057,0.3076923076923077,0.0,1.0,1,1,0,1,1,1,0,0,0,0,0,0,1,0.06370967741935485,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3058,0.3846153846153846,0.0,1.0,1,1,0,1,1,0,1,0,0,0,0,0,1,0.07701612903225807,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
3059,0.15384615384615374,0.0,0.0,0,1,0,1,1,0,1,0,0,0,0,0,1,0.04375,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
3067,0.23076923076923084,0.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0.09564516129032259,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
3068,0.07692307692307687,0.0,0.0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.03225806451612903,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3069,0.3076923076923077,0.0,1.0,1,1,0,1,1,1,0,0,0,0,0,1,1,0.10362903225806452,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
3077,0.15384615384615374,0.0,1.0,1,0,1,0,1,0,1,0,0,0,0,0,1,0.023790322580645163,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
3078,0.4615384615384617,0.0,0.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0.020161290322580645,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3079,0.15384615384615374,0.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0.018087557603686636,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
3087,0.3076923076923077,0.0,0.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0.031774193548387106,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
3088,0.4615384615384617,0.0,1.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0.05645161290322581,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3089,0.3076923076923077,0.0,1.0,1,1,0,1,1,1,0,0,0,0,1,1,1,0.22338709677419355,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
3097,0.15384615384615374,0.0,0.0,0,1,0,1,1,1,0,0,0,0,0,0,1,0.05645161290322581,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3098,0.3846153846153846,0.0,1.0,0,1,0,1,1,1,0,0,0,0,0,0,1,0.12903225806451613,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3099,0.15384615384615374,0.0,1.0,1,1,0,0,0,1,0,0,0,0,0,0,1,0.04375,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
3107,0.07692307692307687,0.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0.008064516129032258,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
3108,0.3076923076923077,0.0,0.0,1,1,1,1,0,0,1,0,0,0,0,0,1,0.08366935483870969,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
3109,0.15384615384615374,0.0,1.0,1,1,1,0,1,1,0,0,0,0,0,0,1,0.05645161290322581,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3117,0.15384615384615374,0.0,1.0,1,1,0,0,1,1,0,0,0,0,0,0,1,0.18346774193548387,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
3118,0.3846153846153846,0.0,1.0,1,1,0,1,1,1,0,0,0,0,1,1,1,0.12358870967741938,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
3119,0.3076923076923077,0.0,0.0,0,1,0,1,1,1,0,0,0,0,0,0,1,0.012903225806451615,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3127,0.15384615384615374,0.0,1.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0.10362903225806452,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
3128,0.15384615384615374,0.0,0.0,1,1,0,0,1,1,0,0,0,0,0,0,1,0.031774193548387106,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
3129,0.15384615384615374,0.0,0.0,1,1,0,0,1,0,1,0,0,0,0,0,1,0.04375,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
3137,0.15384615384615374,0.0,1.0,0,1,0,1,1,1,0,0,0,0,0,0,1,0.05645161290322581,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3138,0.5384615384615385,0.0,0.0,0,1,0,1,1,1,0,0,0,0,0,0,1,0.03225806451612903,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3139,0.23076923076923084,0.0,0.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0.020161290322580645,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3147,0.3076923076923077,0.0,0.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0.020161290322580645,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3148,0.23076923076923084,0.0,1.0,1,1,0,1,1,1,0,0,0,0,0,0,1,0.018087557603686636,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0
3149,0.15384615384615374,0.0,0.0,1,1,0,0,1,0,1,0,0,0,0,0,1,0.08366935483870969,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
3157,0.07692307692307687,0.0,1.0,1,1,0,1,1,0,1,0,0,0,0,0,1,0.04375,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
3158,0.15384615384615374,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.06370967741935485,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
3159,0.07692307692307687,0.0,0.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0.06370967741935485,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
